"tourney_id","tourney_name","tourney_ioc","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_date_num","w_w_14d","w_l_14d","l_w_14d","l_l_14d","w_w_28d","w_l_28d","l_w_28d","l_l_28d","mins_so_far_w","mins_so_far_l","rank_difference","rank_points_difference","winner_ioc_home_adv","winner_ioc_home_disadv","age_difference","age_mean_difference","winner_odds","loser_odds","winner_odds_prob","loser_odds_prob"
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,292,144707,NA,"","Mikael Ymer","R",183,"SWE",22.8774811773,126623,NA,"WC","Alexander Erler","U",NA,"AUT",23.7453798768,"6-2 6-3",3,"R16",80,2,4,57,36,23,14,9,3,4,0,6,66,33,19,14,8,7,11,99,810,337,146,202.958333333332,3,2,1,0,3,2,1,0,94,129,238,664,0,1,-0.8678986995,0.8678986995,1.32,3.54,0.728395061728395,0.271604938271605
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,293,134770,"1","","Casper Ruud","R",183,"NOR",22.5927446954,106408,NA,"LL","Mario Vilella Martinez","R",NA,"ESP",26.0643394935,"7-5 5-7 6-4",3,"R16",139,4,7,90,50,38,26,17,0,2,8,5,98,56,45,19,17,4,7,14,3045,167,446,202.958333333332,7,0,1,0,7,0,1,0,0,167,153,2599,0,0,-3.4715947981,3.4715947981,1.08,7.48,0.873831775700935,0.126168224299065
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,294,124079,NA,"","Pedro Martinez","R",NA,"ESP",24.2491444216,106075,NA,"Q","Jozef Kovalik","R",183,"SVK",28.7227926078,"6-2 6-2",3,"QF",88,0,1,45,29,22,9,8,1,2,2,2,55,24,12,13,8,6,11,97,816,131,633,202.958333333332,3,2,2,1,3,2,2,1,348,233,34,183,0,0,-4.4736481862,1.65536798397949,1.4,2.96,0.678899082568807,0.321100917431193
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,295,127157,NA,"SE","Daniel Altmaier","R",NA,"GER",22.8692676249,126149,NA,"","Gianluca Mager","R",185,"ITA",26.6502395619,"6-1 6-7(5) 6-3",3,"QF",152,8,5,113,69,51,23,15,7,9,7,5,90,47,32,22,13,7,12,135,603,74,960,202.958333333332,5,2,3,2,5,2,3,2,226,200,-61,-357,0,0,-3.780971937,3.780971937,1.6,2.36,0.595959595959596,0.404040404040404
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,296,126239,NA,"Alt","Arthur Rinderknech","R",NA,"FRA",26.0095824778,105936,"3","","Filip Krajinovic","R",185,"SRB",29.4099931554,"6-4 6-1",3,"QF",79,5,1,52,29,22,16,8,2,2,1,4,55,32,18,12,9,5,9,91,842,33,1724,202.958333333332,6,2,6,2,6,2,6,2,233,124,-58,-882,0,0,-3.4004106776,-0.792270619820506,2.77,1.46,0.3451536643026,0.654846335697399
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,297,134770,"1","","Casper Ruud","R",183,"NOR",22.5927446954,144707,NA,"","Mikael Ymer","R",183,"SWE",22.8774811773,"3-6 7-6(5) 6-1",3,"QF",148,1,4,101,66,40,15,13,11,16,1,8,110,65,42,17,15,5,12,14,3045,99,810,202.958333333332,8,0,4,2,8,0,4,2,139,174,85,2235,0,0,-0.284736481900001,0.284736481900001,1.23,4.32,0.778378378378378,0.221621621621622
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,298,124079,NA,"","Pedro Martinez","R",NA,"ESP",24.2491444216,127157,NA,"SE","Daniel Altmaier","R",NA,"GER",22.8692676249,"4-6 6-3 6-3",3,"SF",150,3,4,81,57,42,13,14,1,3,6,6,92,57,42,13,14,8,12,97,816,135,603,202.958333333332,4,2,6,2,4,2,6,2,436,378,38,213,0,0,1.3798767967,-1.3798767967,1.74,2.16,0.553846153846154,0.446153846153846
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,299,134770,"1","","Casper Ruud","R",183,"NOR",22.5927446954,126239,NA,"Alt","Arthur Rinderknech","R",NA,"FRA",26.0095824778,"6-3 7-6(7)",3,"SF",102,2,0,65,40,31,19,11,0,0,10,6,76,53,40,7,10,4,5,14,3045,91,842,202.958333333332,9,0,7,2,9,0,7,2,287,312,77,2203,0,0,-3.4168377824,3.4168377824,1.62,2.38,0.595,0.405
"2021-0319","Kitzbuhel","AUT","Clay",32,"A",20210726,300,134770,"1","","Casper Ruud","R",183,"NOR",22.5927446954,124079,NA,"","Pedro Martinez","R",NA,"ESP",24.2491444216,"6-1 4-6 6-3",3,"F",129,3,3,70,41,27,20,13,0,2,1,2,95,63,37,13,13,5,10,14,3045,97,816,202.958333333332,10,0,5,2,10,0,5,2,389,586,83,2229,0,0,-1.6563997262,1.6563997262,1.33,3.4,0.718816067653277,0.281183932346723
"2021-0418","Washington","USA","Hard",64,"A500",20210802,239,104312,NA,"","Andreas Seppi","R",190,"ITA",37.4455852156,106034,NA,"","Yasutaka Uchiyama","R",183,"JPN",28.9911019849,"3-6 7-5 6-3",3,"R64",123,4,1,76,34,26,30,15,2,4,11,5,98,59,45,15,15,8,11,88,863,123,674,209.958333333332,0,2,1,2,0,2,1,2,0,0,35,189,0,0,8.4544832307,8.4544832307,1.62,2.28,0.584615384615385,0.415384615384615
"2021-0418","Washington","USA","Hard",64,"A500",20210802,240,202385,NA,"WC","Jenson Brooksby","R",NA,"USA",20.7665982204,104731,NA,"","Kevin Anderson","R",203,"RSA",35.2087611225,"7-6(4) 6-3",3,"R64",109,1,5,85,51,41,17,11,2,2,10,5,66,41,32,11,10,3,4,130,642,75,958,209.958333333332,0,0,0,1,0,0,0,1,0,0,-55,-316,1,0,-14.4421629021,-1.34805432952051,2.31,1.6,0.40920716112532,0.59079283887468
"2021-0418","Washington","USA","Hard",64,"A500",20210802,243,111200,NA,"Q","Elias Ymer","R",183,"SWE",25.311430527,111442,NA,"","Jordan Thompson","R",183,"AUS",27.2854209446,"3-6 7-5 6-3",3,"R64",172,4,10,112,53,36,20,15,9,16,9,4,104,58,33,20,15,9,17,168,434,62,1077,209.958333333332,1,1,4,2,1,1,4,2,0,0,-106,-643,0,0,-1.9739904176,1.9739904176,2.52,1.52,0.376237623762376,0.623762376237624
"2021-0418","Washington","USA","Hard",64,"A500",20210802,244,123755,NA,"","Daniel Elahi Galan","R",191,"COL",25.1225188227,126205,NA,"","Tommy Paul","R",185,"USA",24.2108145106,"6-4 6-3",3,"R64",85,3,1,57,39,31,11,9,1,1,3,3,62,35,23,14,10,2,5,113,725,55,1193,209.958333333332,0,0,0,0,0,0,0,0,0,0,-58,-468,0,1,0.911704312099999,-0.911704312099999,3.06,1.37,0.309255079006772,0.690744920993228
"2021-0418","Washington","USA","Hard",64,"A500",20210802,247,105449,NA,"","Steve Johnson","R",188,"USA",31.6057494867,106368,NA,"Q","Ramkumar Ramanathan","R",188,"IND",26.7323750856,"6-3 7-6(0)",3,"R64",84,11,1,72,44,34,16,11,1,2,10,6,62,35,28,9,10,1,3,81,921,204,355,209.958333333332,3,2,0,0,3,2,0,0,0,0,123,566,1,0,4.8733744011,3.71081955892051,1.37,3.09,0.692825112107623,0.307174887892377
"2021-0418","Washington","USA","Hard",64,"A500",20210802,248,105575,NA,"","Ricardas Berankis","R",175,"LTU",31.1156741958,106283,NA,"Q","Mitchell Krueger","R",NA,"USA",27.5537303217,"7-6(4) 6-2",3,"R64",93,2,1,68,44,36,14,10,2,2,4,2,63,37,24,14,10,2,4,86,873,174,422,209.958333333332,0,1,0,0,0,1,0,0,0,0,88,451,0,1,3.5619438741,3.5619438741,1.71,2.11,0.552356020942408,0.447643979057592
"2021-0418","Washington","USA","Hard",64,"A500",20210802,251,105577,NA,"","Vasek Pospisil","R",193,"CAN",31.1101984942,105877,NA,"Q","Emilio Gomez","R",NA,"ECU",29.6783025325,"4-6 6-3 6-3",3,"R64",131,10,7,85,49,36,16,14,1,4,0,3,90,56,33,17,14,8,13,61,1105,165,457,209.958333333332,0,0,1,1,0,0,1,1,0,0,104,648,0,0,1.4318959617,1.4318959617,1.56,2.39,0.605063291139241,0.394936708860759
"2021-0418","Washington","USA","Hard",64,"A500",20210802,252,200325,NA,"","Emil Ruusuvuori","R",188,"FIN",22.3353867214,105432,NA,"Q","Prajnesh Gunneswaran","L",NA,"IND",31.7207392197,"2-6 6-1 6-1",3,"R64",84,3,2,55,30,24,15,11,0,2,3,4,71,37,21,16,11,8,13,69,1002,158,481,209.958333333332,3,1,0,0,3,1,0,0,0,0,89,521,0,0,-9.3853524983,0.571179072279492,1.28,3.68,0.741935483870968,0.258064516129032
"2021-0418","Washington","USA","Hard",64,"A500",20210802,255,206909,NA,"WC","Brandon Nakashima","R",NA,"USA",19.9972621492,200615,NA,"","Alexei Popyrin","R",196,"AUS",21.993155373,"6-3 6-3",3,"R64",69,8,1,54,34,28,12,9,2,2,4,6,52,22,15,14,9,0,3,89,858,72,970,209.958333333332,8,2,0,1,8,2,0,1,0,0,-17,-112,1,0,-1.9958932238,1.9958932238,1.81,1.99,0.523684210526316,0.476315789473684
"2021-0418","Washington","USA","Hard",64,"A500",20210802,256,106045,NA,"","Denis Kudla","R",180,"USA",28.9582477755,103852,NA,"WC","Feliciano Lopez","L",188,"ESP",39.8658453114,"6-3 6-7(5) 6-3",3,"R64",140,12,4,110,58,42,35,16,6,6,17,8,95,44,33,27,14,6,8,103,778,92,832,209.958333333332,1,2,1,1,1,2,1,1,0,0,-11,-54,1,0,-10.9075975359,-10.9075975359,1.49,2.61,0.636585365853659,0.363414634146342
"2021-0418","Washington","USA","Hard",64,"A500",20210802,259,111456,NA,"","Mackenzie Mcdonald","R",NA,"USA",26.2970568104,106401,NA,"","Nick Kyrgios","R",193,"AUS",26.2669404517,"6-4 6-4",3,"R64",77,7,1,63,36,29,16,10,5,5,9,6,67,42,33,10,10,5,7,107,770,77,928,209.958333333332,0,2,1,1,0,2,1,1,0,0,-30,-158,1,0,0.0301163587000026,-0.0301163587000026,2.71,1.46,0.350119904076739,0.649880095923261
"2021-0418","Washington","USA","Hard",64,"A500",20210802,260,125802,NA,"","Ilya Ivashka","R",193,"BLR",27.4360027379,106078,NA,"","Egor Gerasimov","R",196,"BLR",28.7227926078,"7-5 6-4",3,"R64",105,6,4,74,41,33,16,11,3,4,3,3,69,39,28,14,11,5,8,65,1038,78,926,209.958333333332,0,0,0,0,0,0,0,0,0,0,13,112,0,0,-1.2867898699,-1.2867898699,1.42,2.84,0.666666666666667,0.333333333333333
"2021-0418","Washington","USA","Hard",64,"A500",20210802,263,106218,NA,"","Marcos Giron","R",180,"USA",28.0246406571,105011,NA,"Q","Illya Marchenko","R",185,"UKR",33.9000684463,"4-6 6-4 7-6(1)",3,"R64",179,10,4,107,57,42,25,16,9,14,6,2,107,59,33,27,16,2,7,64,1047,157,482,209.958333333332,0,0,1,1,0,0,1,1,0,0,93,565,1,0,-5.8754277892,-5.8754277892,1.42,2.85,0.667447306791569,0.332552693208431
"2021-0418","Washington","USA","Hard",64,"A500",20210802,264,105453,NA,"","Kei Nishikori","R",178,"JPN",31.5920602327,105023,NA,"","Sam Querrey","R",198,"USA",33.8206707734,"6-4 6-3",3,"R64",85,2,2,63,46,35,10,9,5,5,6,3,65,31,25,14,10,3,6,67,1003,68,1003,209.958333333332,0,0,0,2,0,0,0,2,0,0,1,0,0,1,-2.2286105407,-2.2286105407,1.54,2.44,0.613065326633166,0.386934673366834
"2021-0418","Washington","USA","Hard",64,"A500",20210802,267,105815,NA,"","Tennys Sandgren","R",188,"USA",30.0314852841,105902,NA,"","James Duckworth","R",183,"AUS",29.53045859,"6-3 2-6 6-2",3,"R64",92,10,3,61,40,31,13,12,4,6,4,1,71,46,30,13,13,4,8,83,897,80,923,209.958333333332,0,0,0,0,0,0,0,0,0,0,-3,-26,1,0,0.501026694100002,0.501026694100002,2.21,1.66,0.428940568475452,0.571059431524548
"2021-0418","Washington","USA","Hard",64,"A500",20210802,268,106058,NA,"WC","Jack Sock","R",185,"USA",28.8542094456,106415,NA,"","Yoshihito Nishioka","L",170,"JPN",25.8480492813,"6-7(3) 4-0 RET",3,"R64",97,3,4,68,35,24,13,8,3,5,1,4,54,36,19,7,8,1,5,192,373,56,1155,209.958333333332,1,1,0,0,1,1,0,0,0,0,-136,-782,1,0,3.0061601643,0.0749537135205074,1.72,2.1,0.549738219895288,0.450261780104712
"2021-0418","Washington","USA","Hard",64,"A500",20210802,270,200000,"2","","Felix Auger Aliassime","R",193,"CAN",20.9828884326,104312,NA,"","Andreas Seppi","R",190,"ITA",37.4455852156,"2-6 6-2 6-2",3,"R32",119,9,2,71,39,30,14,12,3,6,2,1,83,49,27,16,12,7,12,15,2738,88,863,209.958333333332,0,0,1,2,0,0,1,2,0,123,73,1875,0,0,-16.462696783,-3.80116863482051,1.21,4.45,0.786219081272085,0.213780918727915
"2021-0418","Washington","USA","Hard",64,"A500",20210802,271,202385,NA,"WC","Jenson Brooksby","R",NA,"USA",20.7665982204,126207,"16","","Frances Tiafoe","R",188,"USA",23.5318275154,"7-6(4) 7-5",3,"R32",113,1,0,69,48,33,16,12,1,2,6,5,79,46,34,15,12,3,5,130,642,53,1206,209.958333333332,1,0,0,0,1,0,0,0,109,0,-77,-564,0,0,-2.765229295,2.765229295,2.03,1.79,0.468586387434555,0.531413612565445
"2021-0418","Washington","USA","Hard",64,"A500",20210802,272,105357,"11","","John Millman","R",183,"AUS",32.1341546886,111200,NA,"Q","Elias Ymer","R",183,"SWE",25.311430527,"6-2 7-6(8)",3,"R32",121,3,0,84,47,33,16,10,9,12,2,4,74,42,26,12,10,4,9,43,1476,168,434,209.958333333332,0,0,2,1,0,0,2,1,0,172,125,1042,0,0,6.8227241616,2.81828020222051,1.66,2.22,0.572164948453608,0.427835051546392
"2021-0418","Washington","USA","Hard",64,"A500",20210802,273,124187,"8","","Reilly Opelka","R",211,"USA",23.9288158795,123755,NA,"","Daniel Elahi Galan","R",191,"COL",25.1225188227,"7-6(1) 6-3",3,"R32",95,9,2,74,43,36,19,11,5,5,0,1,62,40,31,12,10,2,3,36,1706,113,725,209.958333333332,1,1,1,0,1,1,1,0,0,85,77,981,1,0,-1.1937029432,1.1937029432,1.34,3.25,0.708061002178649,0.291938997821351
"2021-0418","Washington","USA","Hard",64,"A500",20210802,274,105449,NA,"","Steve Johnson","R",188,"USA",31.6057494867,200282,"3","","Alex De Minaur","R",183,"AUS",22.4558521561,"6-7(5) 6-4 6-2",3,"R32",137,7,4,95,53,39,26,15,2,3,2,5,100,55,39,25,15,5,9,81,921,18,2565,209.958333333332,4,2,0,0,4,2,0,0,84,0,-63,-1644,1,0,9.1498973306,-0.565703370579492,3.04,1.39,0.313769751693002,0.686230248306998
"2021-0418","Washington","USA","Hard",64,"A500",20210802,275,105575,NA,"","Ricardas Berankis","R",175,"LTU",31.1156741958,200175,"15","","Miomir Kecmanovic","R",183,"SRB",21.9219712526,"6-3 6-2",3,"R32",85,3,2,60,32,25,15,9,3,4,1,10,74,35,26,11,8,15,19,86,873,59,1142,209.958333333332,1,1,0,0,1,1,0,0,93,0,-27,-269,0,0,9.1937029432,-1.58965956497949,2.45,1.54,0.385964912280702,0.614035087719298
"2021-0418","Washington","USA","Hard",64,"A500",20210802,276,200624,"12","","Sebastian Korda","R",196,"USA",21.0759753593,105577,NA,"","Vasek Pospisil","R",193,"CAN",31.1101984942,"7-5 6-4",3,"R32",88,11,1,59,35,28,18,11,3,3,4,2,69,41,36,9,11,3,5,45,1413,61,1105,209.958333333332,0,0,1,0,0,0,1,0,0,131,16,308,1,0,-10.0342231349,2.44113115987949,1.46,2.71,0.649880095923261,0.350119904076739
"2021-0418","Washington","USA","Hard",64,"A500",20210802,277,206173,"5","","Jannik Sinner","R",188,"ITA",19.961670089,200325,NA,"","Emil Ruusuvuori","R",188,"FIN",22.3353867214,"6-2 6-4",3,"R32",78,3,0,49,20,17,20,9,0,0,2,6,59,29,18,15,9,2,5,24,2280,69,1002,209.958333333332,0,1,4,1,0,1,4,1,0,84,45,1278,0,0,-2.3737166324,2.3737166324,1.57,2.4,0.604534005037783,0.395465994962217
"2021-0418","Washington","USA","Hard",64,"A500",20210802,278,206909,NA,"WC","Brandon Nakashima","R",NA,"USA",19.9972621492,105554,"6","","Daniel Evans","R",175,"GBR",31.1950718686,"7-6(1) 6-0",3,"R32",88,5,0,58,33,26,15,9,2,3,0,5,59,33,19,11,9,1,5,89,858,27,2131,209.958333333332,9,2,0,0,9,2,0,0,69,0,-62,-1273,1,0,-11.1978097194,3.43497099557949,1.7,2.15,0.558441558441559,0.441558441558442
"2021-0418","Washington","USA","Hard",64,"A500",20210802,279,106045,NA,"","Denis Kudla","R",180,"USA",28.9582477755,126203,"10","","Taylor Fritz","R",193,"USA",23.7618069815,"6-4 6-2",3,"R32",79,5,3,62,40,30,8,9,7,9,4,4,57,28,17,11,9,3,8,103,778,42,1515,209.958333333332,2,2,5,2,2,2,5,2,140,0,-61,-737,0,0,5.196440794,-1.90725025637949,3.08,1.37,0.307865168539326,0.692134831460674
"2021-0418","Washington","USA","Hard",64,"A500",20210802,280,111456,NA,"","Mackenzie Mcdonald","R",NA,"USA",26.2970568104,105332,"13","","Benoit Paire","R",196,"FRA",32.2354551677,"6-7(6) 6-4 6-4",3,"R32",137,5,1,117,69,48,23,16,9,12,17,10,117,58,46,25,16,12,17,107,770,49,1340,209.958333333332,1,2,3,2,1,2,3,2,77,0,-58,-570,1,0,-5.9383983573,-3.90520696472051,1.42,2.88,0.669767441860465,0.330232558139535
"2021-0418","Washington","USA","Hard",64,"A500",20210802,281,125802,NA,"","Ilya Ivashka","R",193,"BLR",27.4360027379,105777,"4","","Grigor Dimitrov","R",188,"BUL",30.2149212868,"6-2 7-6(4)",3,"R32",111,5,3,72,38,31,19,10,1,2,6,5,78,49,34,12,10,6,9,65,1038,21,2466,209.958333333332,1,0,0,0,1,0,0,0,105,0,-44,-1428,0,0,-2.7789185489,-2.7789185489,1.7,2.15,0.558441558441559,0.441558441558442
"2021-0418","Washington","USA","Hard",64,"A500",20210802,282,111815,"7","","Cameron Norrie","L",188,"GBR",25.9438740589,106218,NA,"","Marcos Giron","R",180,"USA",28.0246406571,"6-4 6-3",3,"R32",87,4,2,53,36,25,10,10,4,7,3,0,64,38,22,9,9,8,13,29,1975,64,1047,209.958333333332,5,1,1,0,5,1,1,0,0,179,35,928,0,1,-2.0807665982,0.65879029737949,1.32,3.43,0.722105263157895,0.277894736842105
"2021-0418","Washington","USA","Hard",64,"A500",20210802,283,105453,NA,"","Kei Nishikori","R",178,"JPN",31.5920602327,122330,"9","","Alexander Bublik","R",196,"KAZ",24.1259411362,"6-2 7-5",3,"R32",96,3,3,69,42,24,19,10,6,8,14,19,98,44,32,17,10,14,19,67,1003,39,1611,209.958333333332,1,0,0,0,1,0,0,0,85,0,-28,-608,0,0,7.4661190965,1.09069635552051,1.54,2.47,0.615960099750623,0.384039900249377
"2021-0418","Washington","USA","Hard",64,"A500",20210802,284,144750,"14","","Lloyd Harris","R",193,"RSA",24.4353182752,105815,NA,"","Tennys Sandgren","R",188,"USA",30.0314852841,"6-4 1-0 RET",3,"R32",51,10,0,29,22,16,5,5,3,3,1,3,45,18,14,12,6,3,5,50,1303,83,897,209.958333333332,0,1,1,0,0,1,1,0,0,92,33,406,0,1,-5.5961670089,0.16050145407949,1.44,2.76,0.657142857142857,0.342857142857143
"2021-0418","Washington","USA","Hard",64,"A500",20210802,285,104745,"1","","Rafael Nadal","L",185,"ESP",35.1649555099,106058,NA,"WC","Jack Sock","R",185,"USA",28.8542094456,"6-2 4-6 7-6(1)",3,"R32",184,8,3,114,67,47,27,15,8,10,7,4,103,60,42,20,15,3,6,3,8270,192,373,209.958333333332,0,0,2,1,0,0,2,1,0,97,189,7897,0,1,6.3107460643,6.3107460643,1.1,7.12,0.8661800486618,0.1338199513382
"2021-0418","Washington","USA","Hard",64,"A500",20210802,286,202385,NA,"WC","Jenson Brooksby","R",NA,"USA",20.7665982204,200000,"2","","Felix Auger Aliassime","R",193,"CAN",20.9828884326,"6-3 6-4",3,"R16",85,1,1,53,32,26,16,10,2,2,0,3,54,34,23,9,9,2,4,130,642,15,2738,209.958333333332,2,0,1,0,2,0,1,0,222,119,-115,-2096,1,0,-0.216290212200001,0.216290212200001,2.27,1.56,0.407310704960835,0.592689295039164
"2021-0418","Washington","USA","Hard",64,"A500",20210802,287,105357,"11","","John Millman","R",183,"AUS",32.1341546886,124187,"8","","Reilly Opelka","R",211,"USA",23.9288158795,"6-3 7-6(4)",3,"R16",94,4,1,71,40,29,20,11,1,2,19,2,70,43,31,14,10,2,4,43,1476,36,1706,209.958333333332,1,0,2,1,1,0,2,1,121,95,-7,-230,0,1,8.2053388091,1.43566555472051,2.36,1.57,0.399491094147583,0.600508905852417
"2021-0418","Washington","USA","Hard",64,"A500",20210802,288,105449,NA,"","Steve Johnson","R",188,"USA",31.6057494867,105575,NA,"","Ricardas Berankis","R",175,"LTU",31.1156741958,"6-2 6-1",3,"R16",63,7,1,55,29,20,18,8,3,3,4,2,38,19,9,10,7,0,4,81,921,86,873,209.958333333332,5,2,2,1,5,2,2,1,221,178,5,48,1,0,0.490075290899998,0.490075290899998,1.68,2.13,0.559055118110236,0.440944881889764
"2021-0418","Washington","USA","Hard",64,"A500",20210802,289,206173,"5","","Jannik Sinner","R",188,"ITA",19.961670089,200624,"12","","Sebastian Korda","R",196,"USA",21.0759753593,"7-6(3) 7-6(3)",3,"R16",116,3,5,83,43,31,22,12,2,5,2,5,79,52,39,8,12,4,7,24,2280,45,1413,209.958333333332,1,1,1,0,1,1,1,0,78,88,21,867,0,1,-1.1143052703,1.1143052703,1.73,2.05,0.542328042328042,0.457671957671958
"2021-0418","Washington","USA","Hard",64,"A500",20210802,290,106045,NA,"","Denis Kudla","R",180,"USA",28.9582477755,206909,NA,"WC","Brandon Nakashima","R",NA,"USA",19.9972621492,"3-6 7-6(3) 6-4",3,"R16",136,7,6,98,56,42,20,15,3,6,13,5,100,54,43,24,16,7,10,103,778,89,858,209.958333333332,3,2,10,2,3,2,10,2,219,157,-14,-80,0,0,8.9609856263,-5.67179508867949,3.04,1.38,0.312217194570136,0.687782805429864
"2021-0418","Washington","USA","Hard",64,"A500",20210802,291,111456,NA,"","Mackenzie Mcdonald","R",NA,"USA",26.2970568104,125802,NA,"","Ilya Ivashka","R",193,"BLR",27.4360027379,"6-4 6-4",3,"R16",83,8,0,60,38,31,12,10,3,4,10,4,63,29,22,17,10,5,8,107,770,65,1038,209.958333333332,2,2,2,0,2,2,2,0,214,216,-42,-268,1,0,-1.1389459275,0.894245465079489,2.35,1.61,0.406565656565657,0.593434343434343
"2021-0418","Washington","USA","Hard",64,"A500",20210802,292,105453,NA,"","Kei Nishikori","R",178,"JPN",31.5920602327,111815,"7","","Cameron Norrie","L",188,"GBR",25.9438740589,"3-6 6-3 6-3",3,"R16",129,5,2,76,52,32,16,13,2,6,9,1,95,68,45,8,14,6,12,67,1003,29,1975,209.958333333332,2,0,6,1,2,0,6,1,181,87,-38,-972,0,0,5.6481861738,2.90862927822051,1.94,1.81,0.482666666666667,0.517333333333333
"2021-0418","Washington","USA","Hard",64,"A500",20210802,293,144750,"14","","Lloyd Harris","R",193,"RSA",24.4353182752,104745,"1","","Rafael Nadal","L",185,"ESP",35.1649555099,"6-4 1-6 6-4",3,"R16",130,16,3,81,51,39,13,13,4,6,8,2,81,52,41,13,14,1,3,50,1303,3,8270,209.958333333332,1,1,1,0,1,1,1,0,51,184,-47,-6967,0,0,-10.7296372347,-4.97296877172051,4.22,1.23,0.225688073394495,0.774311926605505
"2021-0418","Washington","USA","Hard",64,"A500",20210802,294,202385,NA,"WC","Jenson Brooksby","R",NA,"USA",20.7665982204,105357,"11","","John Millman","R",183,"AUS",32.1341546886,"6-1 6-2",3,"QF",67,3,0,43,24,21,11,7,1,1,0,1,50,30,16,7,8,2,7,130,642,43,1476,209.958333333332,3,0,2,0,3,0,2,0,307,215,-87,-834,1,0,-11.3675564682,1.72655210437949,1.42,3.04,0.681614349775785,0.318385650224215
"2021-0418","Washington","USA","Hard",64,"A500",20210802,295,206173,"5","","Jannik Sinner","R",188,"ITA",19.961670089,105449,NA,"","Steve Johnson","R",188,"USA",31.6057494867,"6-4 6-2",3,"QF",71,7,1,51,29,27,12,9,3,3,2,3,53,26,17,13,9,3,6,24,2280,81,921,209.958333333332,2,1,6,2,2,1,6,2,194,284,57,1359,0,1,-11.6440793977,3.05988543767949,1.35,3.4,0.715789473684211,0.284210526315789
"2021-0418","Washington","USA","Hard",64,"A500",20210802,296,111456,NA,"","Mackenzie Mcdonald","R",NA,"USA",26.2970568104,106045,NA,"","Denis Kudla","R",180,"USA",28.9582477755,"6-3 6-2",3,"QF",75,6,2,51,31,25,12,9,1,1,2,3,59,31,21,11,8,1,4,107,770,103,778,209.958333333332,3,2,4,2,3,2,4,2,297,355,-4,-8,0,0,-2.6611909651,-0.627999572520508,1.54,2.59,0.627118644067797,0.372881355932203
"2021-0418","Washington","USA","Hard",64,"A500",20210802,297,105453,NA,"","Kei Nishikori","R",178,"JPN",31.5920602327,144750,"14","","Lloyd Harris","R",193,"RSA",24.4353182752,"6-3 7-5",3,"QF",113,1,1,64,40,28,14,10,5,6,10,3,94,60,43,9,11,10,14,67,1003,50,1303,209.958333333332,3,0,2,1,3,0,2,1,310,181,-17,-300,0,0,7.1567419575,1.40007349452051,1.58,2.37,0.6,0.4
"2021-0418","Washington","USA","Hard",64,"A500",20210802,298,206173,"5","","Jannik Sinner","R",188,"ITA",19.961670089,202385,NA,"WC","Jenson Brooksby","R",NA,"USA",20.7665982204,"7-6(2) 6-1",3,"SF",89,6,1,57,30,25,19,10,3,3,0,0,59,40,24,10,9,1,3,24,2280,130,642,209.958333333332,3,1,4,0,3,1,4,0,265,374,106,1638,0,1,-0.804928131400001,0.804928131400001,1.6,2.47,0.606879606879607,0.393120393120393
"2021-0418","Washington","USA","Hard",64,"A500",20210802,299,111456,NA,"","Mackenzie Mcdonald","R",NA,"USA",26.2970568104,105453,NA,"","Kei Nishikori","R",178,"JPN",31.5920602327,"6-4 3-6 7-5",3,"SF",165,4,3,107,65,41,20,15,8,12,1,3,113,76,48,15,16,8,13,107,770,67,1003,209.958333333332,4,2,4,0,4,2,4,0,372,423,-40,-233,1,0,-5.2950034223,-3.26181202972051,2.92,1.46,0.333333333333333,0.666666666666667
"2021-0418","Washington","USA","Hard",64,"A500",20210802,300,206173,"5","","Jannik Sinner","R",188,"ITA",19.961670089,111456,NA,"","Mackenzie Mcdonald","R",NA,"USA",26.2970568104,"7-5 4-6 7-5",3,"F",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2280,107,770,209.958333333332,4,1,5,2,4,1,5,2,354,537,83,1510,0,1,-6.3353867214,6.3353867214,1.29,3.89,0.750965250965251,0.249034749034749
